Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
Cow,6,41.7,lacrimation,frothing at mouth,swelling in neck,East Coast Fever
Goat,8,40.5,sores on mouth,fatigue,loss of appetite,PPR
Poultry,1,43.1,difficulty walking,twisted neck,fatigue,Newcastle Disease
Goat,1,41.0,chest discomfort,shortness of breath,crackling sound,CCPP
Poultry,2,43.0,twisted neck,fatigue,sudden death,Newcastle Disease
Poultry,5,42.4,difficulty walking,greenish diarrhea,sudden death,Newcastle Disease
Poultry,8,44.1,fatigue,chills,twisted neck,Newcastle Disease
Cow,7,42.4,loss of appetite,difficulty walking,swelling in neck,East Coast Fever
Goat,3,42.3,jaundice,mass abortion,chills,Rift Valley Fever
Goat,6,40.9,sores on gums,sores on mouth,sores on tongue,PPR
Cow,3,41.4,swelling in neck,fatigue,swelling in limb,East Coast Fever
Cow,8,42.4,fatigue,swelling in limb,difficulty walking,East Coast Fever
Goat,5,41.2,swelling in abdomen,sweats,jaundice,Rift Valley Fever
Poultry,2,44.6,twisted neck,greenish diarrhea,sudden death,Newcastle Disease
Poultry,2,44.0,sudden death,depression,twisted neck,Newcastle Disease
Cow,8,41.6,fatigue,blood in stool,jaundice,Rift Valley Fever
Sheep,5,42.1,sores on mouth,fatigue,sores on tongue,PPR
Goat,3,42.0,chills,mass abortion,jaundice,Rift Valley Fever
Goat,7,41.9,swelling in abdomen,fatigue,chills,Rift Valley Fever
Poultry,7,43.9,fatigue,chills,greenish diarrhea,Newcastle Disease
Poultry,7,43.2,fatigue,depression,difficulty walking,Newcastle Disease
Cow,1,41.9,difficulty walking,lacrimation,fatigue,East Coast Fever
Goat,2,41.2,shortness of breath,chest discomfort,crackling sound,CCPP
Goat,3,42.0,loss of appetite,painful cough,chest discomfort,CCPP
Goat,1,41.1,loss of appetite,chest discomfort,extended neck,CCPP
Sheep,8,41.8,chills,swelling in abdomen,fatigue,Rift Valley Fever
Poultry,8,43.7,sudden death,chills,fatigue,Newcastle Disease
Sheep,3,42.1,chills,swelling in abdomen,sweats,Rift Valley Fever
Cow,3,43.0,swelling in neck,difficulty walking,loss of appetite,East Coast Fever
Sheep,5,42.2,fatigue,mass abortion,sweats,Rift Valley Fever
Goat,3,42.3,jaundice,swelling in abdomen,blood in stool,Rift Valley Fever
Goat,3,41.7,loss of appetite,extended neck,shortness of breath,CCPP
Goat,2,42.0,extended neck,painful cough,crackling sound,CCPP
Goat,1,42.1,extended neck,crackling sound,chest discomfort,CCPP
Sheep,3,41.7,jaundice,blood in stool,fatigue,Rift Valley Fever
Cow,4,42.0,swelling in limb,difficulty walking,frothing at mouth,East Coast Fever
Goat,6,40.2,matted eyes,loss of appetite,sores on mouth,PPR
Cow,2,41.4,mass abortion,chills,swelling in abdomen,Rift Valley Fever
Poultry,8,43.0,chills,sudden death,twisted neck,Newcastle Disease
Cow,7,42.4,swelling in neck,frothing at mouth,loss of appetite,East Coast Fever
Poultry,6,43.2,depression,twisted neck,fatigue,Newcastle Disease
Poultry,7,43.1,difficulty walking,greenish diarrhea,sudden death,Newcastle Disease
Goat,1,42.2,crackling sound,fatigue,chest discomfort,CCPP
Goat,2,41.7,shortness of breath,chest discomfort,loss of appetite,CCPP
Cow,3,42.1,frothing at mouth,lacrimation,fatigue,East Coast Fever
Cow,6,42.1,frothing at mouth,loss of appetite,swelling in limb,East Coast Fever
Goat,3,40.4,fatigue,sores on tongue,loss of appetite,PPR
Sheep,3,40.6,foul diarrhea,sores on mouth,sores on gums,PPR
Cow,5,42.1,difficulty walking,loss of appetite,swelling in neck,East Coast Fever
Goat,3,41.0,shortness of breath,chest discomfort,loss of appetite,CCPP
Goat,8,42.0,mass abortion,jaundice,fatigue,Rift Valley Fever
Cow,5,42.0,swelling in neck,difficulty walking,lacrimation,East Coast Fever
Goat,2,41.8,fatigue,chest discomfort,loss of appetite,CCPP
Goat,8,41.8,shortness of breath,painful cough,crackling sound,CCPP
Sheep,1,41.1,sores on gums,sores on tongue,fatigue,PPR
Cow,8,42.3,difficulty walking,loss of appetite,swelling in limb,East Coast Fever
Poultry,6,43.1,greenish diarrhea,twisted neck,fatigue,Newcastle Disease
Poultry,7,44.4,fatigue,difficulty walking,depression,Newcastle Disease
Cow,3,41.9,lacrimation,difficulty walking,loss of appetite,East Coast Fever
Goat,6,40.2,sores on tongue,matted eyes,sores on gums,PPR
Poultry,5,43.2,depression,fatigue,sudden death,Newcastle Disease
Poultry,6,43.3,depression,chills,difficulty walking,Newcastle Disease
Poultry,3,43.4,depression,difficulty walking,sudden death,Newcastle Disease
Goat,1,41.4,fatigue,extended neck,shortness of breath,CCPP
Poultry,3,43.7,fatigue,difficulty walking,twisted neck,Newcastle Disease
Cow,4,42.0,fatigue,sweats,mass abortion,Rift Valley Fever
Cow,5,41.3,fatigue,difficulty walking,lacrimation,East Coast Fever
Goat,5,41.0,swelling in abdomen,chills,blood in stool,Rift Valley Fever
Cow,5,42.3,blood in stool,fatigue,jaundice,Rift Valley Fever
Cow,3,42.7,swelling in limb,difficulty walking,swelling in neck,East Coast Fever
Goat,3,41.9,shortness of breath,painful cough,crackling sound,CCPP
Poultry,6,43.2,twisted neck,depression,fatigue,Newcastle Disease
Sheep,2,41.3,sores on gums,foul diarrhea,sores on tongue,PPR
Cow,7,42.7,swelling in limb,lacrimation,loss of appetite,East Coast Fever
Goat,3,41.8,fatigue,painful cough,loss of appetite,CCPP
Cow,7,41.6,swelling in limb,frothing at mouth,swelling in neck,East Coast Fever
Sheep,4,41.0,jaundice,swelling in abdomen,mass abortion,Rift Valley Fever
Poultry,4,42.6,chills,greenish diarrhea,twisted neck,Newcastle Disease
Goat,6,41.9,painful cough,extended neck,chest discomfort,CCPP
Cow,5,42.4,difficulty walking,loss of appetite,swelling in neck,East Coast Fever
Sheep,3,41.2,sores on gums,fatigue,sores on mouth,PPR
Goat,3,41.8,painful cough,fatigue,loss of appetite,CCPP
Poultry,6,44.6,depression,greenish diarrhea,fatigue,Newcastle Disease
Goat,8,42.0,extended neck,fatigue,crackling sound,CCPP
Poultry,3,42.6,fatigue,sudden death,depression,Newcastle Disease
Goat,1,41.5,crackling sound,chest discomfort,fatigue,CCPP
Poultry,6,43.6,chills,fatigue,sudden death,Newcastle Disease
Poultry,3,44.1,fatigue,greenish diarrhea,sudden death,Newcastle Disease
Poultry,2,42.8,greenish diarrhea,depression,chills,Newcastle Disease
Sheep,2,41.0,foul diarrhea,sores on tongue,sores on mouth,PPR
Cow,2,42.7,lacrimation,loss of appetite,frothing at mouth,East Coast Fever
Goat,7,41.5,crackling sound,loss of appetite,fatigue,CCPP
Goat,1,41.9,loss of appetite,shortness of breath,painful cough,CCPP
Sheep,3,41.4,sweats,mass abortion,jaundice,Rift Valley Fever
Cow,8,43.0,loss of appetite,frothing at mouth,lacrimation,East Coast Fever
Sheep,7,40.3,sores on tongue,matted eyes,foul diarrhea,PPR
Poultry,5,44.1,twisted neck,difficulty walking,chills,Newcastle Disease
Cow,2,41.6,sweats,fatigue,jaundice,Rift Valley Fever
Goat,2,40.8,fatigue,crackling sound,chest discomfort,CCPP
Goat,3,41.5,matted eyes,foul diarrhea,fatigue,PPR
Goat,2,42.2,loss of appetite,crackling sound,chest discomfort,CCPP
Goat,7,41.4,painful cough,crackling sound,chest discomfort,CCPP
Sheep,3,41.8,fatigue,chills,swelling in abdomen,Rift Valley Fever
Goat,6,41.8,loss of appetite,shortness of breath,chest discomfort,CCPP
Sheep,7,40.7,foul diarrhea,matted eyes,fatigue,PPR
Goat,5,41.5,swelling in abdomen,chills,jaundice,Rift Valley Fever
Goat,7,41.4,fatigue,loss of appetite,sores on mouth,PPR
Goat,6,41.9,fatigue,shortness of breath,extended neck,CCPP
Poultry,4,43.4,depression,greenish diarrhea,twisted neck,Newcastle Disease
Goat,2,42.2,sweats,chills,fatigue,Rift Valley Fever
Sheep,5,41.5,sores on mouth,matted eyes,fatigue,PPR
Poultry,1,43.3,chills,twisted neck,sudden death,Newcastle Disease
Goat,6,41.7,matted eyes,fatigue,sores on mouth,PPR
Sheep,3,42.0,jaundice,fatigue,blood in stool,Rift Valley Fever
Sheep,6,41.6,blood in stool,fatigue,sweats,Rift Valley Fever
Sheep,2,40.7,fatigue,sores on tongue,sores on mouth,PPR
Sheep,5,40.8,sores on gums,loss of appetite,fatigue,PPR
Cow,1,41.5,lacrimation,frothing at mouth,difficulty walking,East Coast Fever
Goat,4,41.2,matted eyes,sores on tongue,foul diarrhea,PPR
Sheep,3,42.3,mass abortion,blood in stool,fatigue,Rift Valley Fever
Goat,1,40.8,sores on gums,fatigue,sores on tongue,PPR
Goat,7,40.6,crackling sound,chest discomfort,fatigue,CCPP
Cow,7,41.4,swelling in limb,swelling in neck,frothing at mouth,East Coast Fever
Cow,7,41.6,fatigue,swelling in limb,swelling in neck,East Coast Fever
Goat,6,40.6,sores on mouth,sores on gums,sores on tongue,PPR
Poultry,1,43.0,greenish diarrhea,twisted neck,fatigue,Newcastle Disease
Cow,5,41.8,frothing at mouth,swelling in neck,loss of appetite,East Coast Fever
Cow,4,42.3,loss of appetite,lacrimation,swelling in limb,East Coast Fever
Goat,8,41.9,fatigue,chest discomfort,painful cough,CCPP
Sheep,2,41.7,mass abortion,sweats,blood in stool,Rift Valley Fever
Cow,7,41.2,difficulty walking,frothing at mouth,swelling in neck,East Coast Fever
Poultry,6,42.7,difficulty walking,fatigue,twisted neck,Newcastle Disease
Cow,2,41.7,swelling in limb,frothing at mouth,loss of appetite,East Coast Fever
Cow,5,42.8,difficulty walking,lacrimation,frothing at mouth,East Coast Fever
Poultry,7,43.1,depression,twisted neck,fatigue,Newcastle Disease
Sheep,6,41.6,loss of appetite,foul diarrhea,sores on gums,PPR
Poultry,1,44.5,fatigue,difficulty walking,depression,Newcastle Disease
Sheep,1,41.4,sores on tongue,sores on mouth,loss of appetite,PPR
Cow,1,41.9,difficulty walking,frothing at mouth,swelling in limb,East Coast Fever
Cow,2,42.5,fatigue,difficulty walking,swelling in neck,East Coast Fever
Poultry,7,44.6,sudden death,depression,chills,Newcastle Disease
Goat,3,40.7,fatigue,extended neck,shortness of breath,CCPP
Cow,8,42.0,frothing at mouth,difficulty walking,swelling in neck,East Coast Fever
Poultry,4,43.8,chills,greenish diarrhea,twisted neck,Newcastle Disease
Sheep,7,40.3,loss of appetite,sores on gums,sores on mouth,PPR
Cow,4,41.8,frothing at mouth,fatigue,difficulty walking,East Coast Fever
Goat,5,41.7,chills,sweats,fatigue,Rift Valley Fever
Poultry,5,44.5,greenish diarrhea,sudden death,fatigue,Newcastle Disease
Goat,4,41.8,loss of appetite,sores on mouth,foul diarrhea,PPR
Cow,2,42.7,fatigue,swelling in limb,swelling in neck,East Coast Fever
Goat,7,42.0,shortness of breath,fatigue,chest discomfort,CCPP
Cow,1,42.7,lacrimation,swelling in neck,difficulty walking,East Coast Fever
Goat,7,40.6,fatigue,sores on mouth,sores on tongue,PPR
Poultry,3,43.4,depression,sudden death,chills,Newcastle Disease
Goat,2,42.1,crackling sound,chest discomfort,shortness of breath,CCPP
Sheep,1,41.5,blood in stool,sweats,jaundice,Rift Valley Fever
Cow,7,42.6,loss of appetite,frothing at mouth,fatigue,East Coast Fever
Goat,7,41.8,swelling in abdomen,sweats,fatigue,Rift Valley Fever
Goat,1,41.9,loss of appetite,painful cough,fatigue,CCPP
Cow,4,41.5,fatigue,swelling in limb,swelling in neck,East Coast Fever
Goat,8,41.3,loss of appetite,matted eyes,sores on tongue,PPR
Poultry,6,42.8,depression,greenish diarrhea,sudden death,Newcastle Disease
Goat,7,40.9,sores on mouth,foul diarrhea,matted eyes,PPR
Goat,8,41.2,foul diarrhea,loss of appetite,fatigue,PPR
Cow,2,42.0,swelling in abdomen,chills,jaundice,Rift Valley Fever
Goat,5,41.9,chest discomfort,shortness of breath,painful cough,CCPP
Sheep,6,40.7,sores on mouth,sores on gums,matted eyes,PPR
Sheep,6,40.5,loss of appetite,sores on tongue,fatigue,PPR
Poultry,6,44.5,chills,greenish diarrhea,fatigue,Newcastle Disease
Goat,8,41.5,fatigue,matted eyes,foul diarrhea,PPR
Cow,4,42.1,frothing at mouth,difficulty walking,fatigue,East Coast Fever
Goat,8,41.2,crackling sound,painful cough,extended neck,CCPP
Sheep,8,40.7,sores on gums,loss of appetite,fatigue,PPR
Cow,2,42.1,difficulty walking,swelling in limb,fatigue,East Coast Fever
Cow,8,41.0,swelling in abdomen,blood in stool,sweats,Rift Valley Fever
Poultry,5,43.6,chills,sudden death,twisted neck,Newcastle Disease
Sheep,5,40.6,sores on mouth,sores on gums,sores on tongue,PPR
Cow,3,42.1,difficulty walking,lacrimation,frothing at mouth,East Coast Fever
Sheep,6,40.3,foul diarrhea,sores on mouth,loss of appetite,PPR
Cow,5,42.4,difficulty walking,swelling in neck,loss of appetite,East Coast Fever
Sheep,5,42.1,sores on tongue,sores on gums,sores on mouth,PPR
Goat,5,41.5,extended neck,fatigue,loss of appetite,CCPP
Cow,4,41.8,chills,swelling in abdomen,mass abortion,Rift Valley Fever
Cow,8,42.4,swelling in neck,fatigue,difficulty walking,East Coast Fever
Goat,4,41.7,painful cough,extended neck,shortness of breath,CCPP
Goat,4,42.3,loss of appetite,crackling sound,fatigue,CCPP
Sheep,6,40.4,sores on gums,sores on tongue,fatigue,PPR
Goat,7,41.9,loss of appetite,fatigue,foul diarrhea,PPR
Goat,8,41.9,foul diarrhea,sores on tongue,sores on mouth,PPR
Poultry,6,43.0,twisted neck,difficulty walking,depression,Newcastle Disease
Cow,1,41.4,swelling in abdomen,sweats,blood in stool,Rift Valley Fever
Goat,4,40.6,foul diarrhea,fatigue,sores on tongue,PPR
Goat,4,40.8,crackling sound,loss of appetite,fatigue,CCPP
Goat,4,40.9,chest discomfort,fatigue,crackling sound,CCPP
Poultry,2,44.6,greenish diarrhea,fatigue,chills,Newcastle Disease
Poultry,7,43.0,chills,difficulty walking,sudden death,Newcastle Disease
Poultry,7,44.4,chills,greenish diarrhea,depression,Newcastle Disease
Cow,4,41.7,swelling in limb,frothing at mouth,loss of appetite,East Coast Fever
Sheep,2,41.3,sweats,swelling in abdomen,mass abortion,Rift Valley Fever
Cow,2,41.9,mass abortion,swelling in abdomen,blood in stool,Rift Valley Fever
Cow,6,41.4,swelling in abdomen,mass abortion,chills,Rift Valley Fever
Goat,5,41.7,shortness of breath,loss of appetite,crackling sound,CCPP
Cow,3,42.2,frothing at mouth,difficulty walking,lacrimation,East Coast Fever
Goat,3,42.3,extended neck,painful cough,loss of appetite,CCPP
Poultry,3,43.0,fatigue,difficulty walking,chills,Newcastle Disease
Goat,6,40.7,fatigue,painful cough,shortness of breath,CCPP
Goat,3,41.4,shortness of breath,extended neck,loss of appetite,CCPP
Goat,2,40.9,fatigue,loss of appetite,chest discomfort,CCPP
Poultry,1,42.9,twisted neck,depression,greenish diarrhea,Newcastle Disease
Sheep,2,41.0,jaundice,mass abortion,sweats,Rift Valley Fever
Goat,8,41.4,crackling sound,painful cough,extended neck,CCPP
Goat,4,41.3,shortness of breath,extended neck,crackling sound,CCPP
Poultry,5,43.1,sudden death,chills,greenish diarrhea,Newcastle Disease
Cow,5,41.9,swelling in neck,difficulty walking,fatigue,East Coast Fever
Goat,3,41.6,chest discomfort,shortness of breath,extended neck,CCPP
Goat,2,41.3,crackling sound,shortness of breath,fatigue,CCPP
Cow,4,41.5,difficulty walking,fatigue,loss of appetite,East Coast Fever
Goat,1,41.2,sores on tongue,foul diarrhea,sores on mouth,PPR
Poultry,6,44.6,depression,sudden death,fatigue,Newcastle Disease
Sheep,4,41.0,chills,sweats,fatigue,Rift Valley Fever
Cow,6,42.4,lacrimation,fatigue,swelling in limb,East Coast Fever
Goat,5,42.2,chest discomfort,loss of appetite,extended neck,CCPP
Cow,5,41.4,blood in stool,mass abortion,fatigue,Rift Valley Fever
Sheep,7,41.5,sores on mouth,foul diarrhea,fatigue,PPR
Cow,4,43.0,swelling in limb,difficulty walking,loss of appetite,East Coast Fever
Sheep,2,41.0,sores on mouth,loss of appetite,fatigue,PPR
Cow,1,41.5,chills,mass abortion,jaundice,Rift Valley Fever
Goat,7,41.3,sores on gums,loss of appetite,foul diarrhea,PPR
Goat,2,40.8,painful cough,extended neck,chest discomfort,CCPP
Goat,3,41.1,fatigue,sores on tongue,foul diarrhea,PPR
Goat,1,40.4,fatigue,loss of appetite,sores on mouth,PPR
Sheep,1,41.1,sores on gums,fatigue,foul diarrhea,PPR
Sheep,7,41.7,swelling in abdomen,mass abortion,blood in stool,Rift Valley Fever
Goat,6,42.2,loss of appetite,shortness of breath,crackling sound,CCPP
Cow,1,41.2,fatigue,sweats,blood in stool,Rift Valley Fever
Cow,4,42.3,swelling in neck,swelling in limb,loss of appetite,East Coast Fever
Goat,5,41.3,shortness of breath,chest discomfort,painful cough,CCPP
Cow,6,43.0,swelling in neck,fatigue,frothing at mouth,East Coast Fever
Goat,1,42.0,shortness of breath,painful cough,extended neck,CCPP
Goat,4,41.2,shortness of breath,crackling sound,fatigue,CCPP
Poultry,1,43.1,greenish diarrhea,difficulty walking,chills,Newcastle Disease
Goat,8,41.6,swelling in abdomen,jaundice,sweats,Rift Valley Fever
Goat,1,42.2,crackling sound,painful cough,chest discomfort,CCPP
Poultry,8,43.9,sudden death,greenish diarrhea,fatigue,Newcastle Disease
Cow,1,41.7,fatigue,frothing at mouth,loss of appetite,East Coast Fever
Sheep,3,41.7,sores on gums,fatigue,loss of appetite,PPR
Poultry,7,43.7,chills,difficulty walking,depression,Newcastle Disease
Cow,6,42.5,frothing at mouth,swelling in neck,loss of appetite,East Coast Fever
Poultry,5,44.4,depression,twisted neck,fatigue,Newcastle Disease
Poultry,4,43.5,difficulty walking,depression,chills,Newcastle Disease
Goat,5,42.5,shortness of breath,fatigue,crackling sound,CCPP
Cow,3,41.6,swelling in abdomen,sweats,fatigue,Rift Valley Fever
Sheep,8,41.6,sweats,blood in stool,swelling in abdomen,Rift Valley Fever
Cow,7,42.2,difficulty walking,swelling in neck,swelling in limb,East Coast Fever
Sheep,7,42.3,fatigue,sweats,swelling in abdomen,Rift Valley Fever
Poultry,6,42.7,sudden death,depression,difficulty walking,Newcastle Disease
Goat,6,40.7,sores on tongue,fatigue,sores on mouth,PPR
Cow,4,42.1,lacrimation,fatigue,swelling in neck,East Coast Fever
Cow,4,42.2,lacrimation,loss of appetite,swelling in limb,East Coast Fever
Goat,1,41.8,mass abortion,blood in stool,fatigue,Rift Valley Fever
Poultry,2,43.1,depression,fatigue,sudden death,Newcastle Disease
Goat,4,42.3,shortness of breath,crackling sound,fatigue,CCPP
Poultry,7,43.0,greenish diarrhea,sudden death,twisted neck,Newcastle Disease
Cow,8,41.8,lacrimation,difficulty walking,swelling in neck,East Coast Fever
Cow,6,41.9,fatigue,swelling in limb,lacrimation,East Coast Fever
Poultry,7,44.3,sudden death,twisted neck,greenish diarrhea,Newcastle Disease
Cow,1,41.5,mass abortion,jaundice,chills,Rift Valley Fever
Cow,3,42.1,fatigue,swelling in limb,swelling in neck,East Coast Fever
Goat,2,41.2,sores on mouth,loss of appetite,foul diarrhea,PPR
Sheep,3,41.4,sores on mouth,sores on gums,loss of appetite,PPR
Goat,7,42.4,fatigue,crackling sound,extended neck,CCPP
Goat,6,42.1,painful cough,crackling sound,fatigue,CCPP
Sheep,8,41.7,blood in stool,fatigue,jaundice,Rift Valley Fever
Cow,3,41.2,fatigue,difficulty walking,loss of appetite,East Coast Fever
Goat,2,41.6,jaundice,fatigue,mass abortion,Rift Valley Fever
Goat,1,42.0,crackling sound,chest discomfort,fatigue,CCPP
Goat,8,40.9,painful cough,extended neck,chest discomfort,CCPP
Cow,6,42.1,lacrimation,swelling in neck,swelling in limb,East Coast Fever
Cow,3,42.0,frothing at mouth,swelling in limb,swelling in neck,East Coast Fever
Goat,7,41.5,swelling in abdomen,blood in stool,chills,Rift Valley Fever
Sheep,2,41.0,sores on mouth,loss of appetite,foul diarrhea,PPR
Sheep,4,40.8,loss of appetite,fatigue,sores on gums,PPR
Goat,4,41.3,extended neck,chest discomfort,shortness of breath,CCPP
Cow,3,42.5,jaundice,swelling in abdomen,chills,Rift Valley Fever
Goat,5,41.9,chest discomfort,loss of appetite,fatigue,CCPP
Poultry,2,44.2,sudden death,fatigue,chills,Newcastle Disease
Goat,3,41.8,swelling in abdomen,mass abortion,jaundice,Rift Valley Fever
Poultry,7,44.5,depression,difficulty walking,twisted neck,Newcastle Disease
Cow,7,41.1,swelling in limb,loss of appetite,frothing at mouth,East Coast Fever
Goat,3,42.3,fatigue,chest discomfort,shortness of breath,CCPP
